ISBN,title,authors,books_count
6670015344314,Peter and the Secret of Rundoon,"Dave Barry, Ridley Pearson, Greg Call",68
6671286556781,Holy Cow: An Indian Adventure,Sarah Macdonald,23
6671472123084,Last to Die,Tess Gerritsen,3
6673886944321,Kraken: An Anatomy,China Mieville,41
6674472554405,Le Mur,Jean-Paul Sartre,48
6675276541524,The House We Grew Up In,Lisa Jewell,10
6677392684919,A Dance With Dragons: Part 1 Dreams and Dust,George R.R. Martin,26
6677829849466,Full Black,Brad Thor,32
6678032832480,The Sisterhood,Helen Bryan,49
6679120599534,Five on a Treasure Island ,Enid Blyton,17
6679818685963,Summer People,Elin Hilderbrand,37
6685278284707,There's Treasure Everywhere: A Calvin and Hobbes Collection,Bill Watterson,56
6690293420982,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Steven Levy,69
6690431903049,When We Were Orphans,Kazuo Ishiguro,57
6692321707106,Price of a Kiss ,Linda Kage,31
6693671402969,Stitches: A Memoir,David Small,53
6696281173268,The Last Nude,Ellis Avery,45
6698417124875,Daja's Book,Tamora Pierce,44
6699005313843,All the Weyrs of Pern,Anne McCaffrey,10
6701099291289,Beautiful Sacrifice,Jamie McGuire,49
6702769037586,Black Powder War,Naomi Novik,34
6704590653571,Heartbreaker,Julie Garwood,36
6705724962003,David Goes To School,David Shannon,35
6706912014067,Briar's Book,Tamora Pierce,598
6707568915607,The First Man in Rome,Colleen McCullough,24
6708416650511,Every Dead Thing,John Connolly,31
6708565869327,The Confessor,Daniel Silva,17
6709929897073,The Walking Dead: Rise of the Governor,"Robert Kirkman, Jay Bonansinga",64
6710600249238,The Thousand Orcs ,R.A. Salvatore,57
6713406832042,Miller's Valley,Anna Quindlen,52
6714819785681,The Painted Bird,Jerzy Kosi,68
6715458955143,The Glass Lake,Maeve Binchy,36
6716287335799,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,2
6717723216601,The Masque of the Red Death,Edgar Allan Poe,36
6718487929598,The Evolutionary Void,Peter F. Hamilton,6
6723710678773,The Forbidden Game,L.J. Smith,27
6724138696394,Perfect You,Elizabeth Scott,77
6732401705242,Jazz,Toni Morrison,41
6736962122622,The Te of Piglet,Benjamin Hoff,94
6737138979912,You're the one that I want,Cecily von Ziegesar,79
6738088117794,Chicken Soup for the Teenage Soul ,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",132
6738207108876,The Fever,Megan Abbott,2
6738639480354,The Very Quiet Cricket,Eric Carle,3
6738647879262,The Gift,Alison Croggon,38
6738938628759,Something from the Nightside,Simon R. Green,56
6739639691770,The Millionaire Mind,Thomas J. Stanley,33
6740797227996,The Stars Shine Down,Sidney Sheldon,39
6742685977625,The Beatles Anthology,"The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",38
6742807602019,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,"Christopher  Ryan, Cacilda Jethe",27
6743227411543,You Know You Love Me,Cecily von Ziegesar,30
6744422076055,Night World: The Ultimate Fan Guide.,"Annette Pollert, L.J. Smith",42
6744833819000,A Chair for My Mother ,Vera B. Williams,22
6746773571648,The Crow Road,Iain Banks,26
6746781182453,The Book of Joe,Jonathan Tropper,41
6746969938289,Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning ,"Margaret Weis, Tracy Hickman",35
6747098604319,From Head to Toe,Eric Carle,26
6753352039820,Boy Meets Girl: Say Hello to Courtship,Joshua Harris,51
6754789047452,"Fables, Volume 6: Homelands","Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",54
6757392757959,Reasonable Doubt,Whitney G.,21
6761116414959,Home,Marilynne Robinson,35
6762995062676,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,28
6763775775031,The Game Changer ,J. Sterling,64
6766638340885,Sweet Filthy Boy ,Christina Lauren,55
6767411530880,The Winter's Tale,William Shakespeare,253
6769334135115,The Temporal Void,Peter F. Hamilton,22
6769667600079,"Sex Criminals, Volume One: One Weird Trick","Matt Fraction, Chip Zdarsky",33
6770631181465,The Rising : Antichrist is Born : Before They Were Left Behind,"Tim LaHaye, Jerry B. Jenkins",134
6771062302311,Teardrop,Lauren Kate,19
6771771243794,The Scarpetta Factor ,Patricia Cornwell,661
6771817565749,The Winner's Kiss,Marie Rutkoski,50
6771850636772,Bad Things ,R.K. Lilley,50
6772111753800,Here be Dragons,Sharon Kay Penman,61
6775952922339,Loving What Is: Four Questions That Can Change Your Life,"Byron Katie, Stephen Mitchell",70
6777305435912,The Whipping Boy,"Sid Fleischman, Peter Ses",31
6778274388512,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies","J.K. Rowling, MinaLima",87
6780498893023,Nancy Drew: #1-64,Carolyn Keene,18
6782727978154,Pygmalion and Three Other Plays,"George Bernard Shaw, John A. Bertolini",68
6783629165943,Path of Destruction ,Drew Karpyshyn,57
6784178946601,Miramont's Ghost,Elizabeth  Hall,38
6784191535350,Storm,Brigid Kemmerer,59
6784345428120,The Last Little Blue Envelope,Maureen Johnson,39
6791662091478,The Making of the Atomic Bomb,Richard Rhodes,48
6797129201365,Minding Frankie,Maeve Binchy,32
6799148382094,Unveiled: Tamar ,Francine Rivers,97
6801915129751,"Angels in America, Part Two: Perestroika",Tony Kushner,80
6802938625972,The Third Twin,Ken Follett,14
6803205065754,Dune: The Butlerian Jihad,"Brian Herbert, Kevin J. Anderson",49
6803899433112,The 80/20 Principle: The Secret to Success by Achieving More with Less,Richard Koch,171
6805384975611,The Complete Poetry & Prose of William Blake,"William Blake, David V. Erdman, Harold Bloom",26
6805550425794,Nutshell,Ian McEwan,22
6806068874156,Akira 1,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",49
6807698147846,Imperium,Robert   Harris,49
6812236141415,The Sportswriter,Richard Ford,74
6815648106719,Grim Tuesday,Garth Nix,17
6820973748916,Le bleu est une couleur chaude,Julie Maroh,664
6826586702153,The Road to Little Dribbling,Bill Bryson,20
6826823438098,The Firebird,Susanna Kearsley,650
6827255083431,Blue Highways: A Journey into America,William Least Heat-Moon,145
6831200332062,Breathing Lessons,Anne Tyler,21
6831860225647,Selected Poems of Emily Dickinson,Emily Dickinson,40
6832581058798,The Strange Case of Dr. Jekyll and Mr. Hyde ,"Robert Louis Stevenson, Jenny Davidson",123
6834723454963,The Miracle of Forgiveness,Spencer W. Kimball,15
6837261239914,Juliet,Anne Fortier,30
6841109053909,The Darkest Secret ,Gena Showalter,45
6842030675635,God Help the Child,Toni Morrison,129
6842268931229,"The Umbrella Academy, Vol 1: The Apocalypse Suite","Gerard Way, Gabriel Be, Dave Stewart, Nate Piekos, Tony Ong",107
6846145713798,Sentinel ,Jennifer L. Armentrout,69
6847657312092,Founders at Work: Stories of Startups' Early Days,Jessica Livingston,34
6847808720158,Crush ,Lacey Weatherford,25
6848174406828,Infected,Scott Sigler,30
6849006071279,This Song Will Save Your Life,Leila Sales,37
6849342906611,The Women of Brewster Place,Gloria Naylor,96
6850685984048,"Ms. Marvel, Vol. 2: Generation Why","G. Willow Wilson, Adrian Alphona, Jacob Wyatt",29
6854470456069,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,Elisabeth Elliot,30
6855587607310,Burn for Burn,"Jenny Han, Siobhan Vivian",81
6856040615396,The Greater Journey: Americans In Paris,David McCullough,232
6859098501013,The Hidden City,David Eddings,44
6859894666577,Die Glasbleserin,"Petra Durst-Benning, Samuel Willcocks",94
6864563717015,Seating Arrangements,Maggie Shipstead,24
6865485283639,The Broom of the System,David Foster Wallace,101
6866262840379,Practice Makes Perfect,Julie James,57
6867750612438,The Dark Hills Divide,Patrick Carman,262
6869961997078,Fracture Me,Tahereh Mafi,32
6870598484011,You Will Know Me,Megan Abbott,77
6876255936666,The Sunne in Splendour,Sharon Kay Penman,86
6878326047524,Arcadia,Tom Stoppard,24
6879906379185,An Innocent Client,Scott Pratt,117
6881618718307,West Side Story,Irving Shulman,41
6885640021565,The MasterHarper of Pern,Anne McCaffrey,24
6887751406382,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,86
6888584421119,"Merry Christmas, Alex Cross",James Patterson,64
6889636498320,Don't Make Me Think! A common sense approach to web usability,Steve Krug,55
6893284607863,Shakespeare's Landlord ,Charlaine Harris,21
6893518298787,Shadows,Jennifer L. Armentrout,72
6894225514379,Pathfinder,Orson Scott Card,47
6896095923877,"Shrill: Women Are Funny, It's Okay to Be Fat, and Feminists Don't Have to Be Nice",Lindy West,40
6897545063221,Queen of the Darkness,Anne Bishop,341
6897781791295,Axel,Harper Sloan,45
6898107337653,A Lot Like Love,Julie James,26
6900381317852,Big Red,"Jim Kjelgaard, Carl Pfeuffer",1
6900628342810,The Angel of Darkness,Caleb Carr,57
6901143279072,A Dance With Dragons: Part 2 After The Feast,George R.R. Martin,18
6901360932100,I Was So Mad ,Mercer Mayer,50
6902282660793,Sherlock Holmes : Silver Blaze,Arthur Conan Doyle,19
6902637342859,Sellevision,Augusten Burroughs,64
6903118955932,Crooked House,Agatha Christie,38
6903957176931,The Sword in the Stone,T.H. White,37
6906452999569,Finding Cassie Crazy,Jaclyn Moriarty,29
6908169293195,Prince Lestat,Anne Rice,88
6908503851467,The Blue Castle,L.M. Montgomery,27
6909724167976,The Gift,Cecelia Ahern,111
6911182766955,Deeply Odd ,Dean Koontz,16
6911941161340,"The Saga of the Swamp Thing, Vol 20 - 27","Alan Moore, Stephen R. Bissette, John Totleben, Rick Veitch, Ramsey Campbell",55
6912233085758,3001: The Final Odyssey,Arthur C. Clarke,21
6915146981709,Prayers for Rain ,Dennis Lehane,38
6915976290752,The Immortals Boxed Set ,Alyson Noel,5
6916129519987,The Mirror Crack'd from Side to Side,Agatha Christie,44
6919208779101,Shades of Midnight,Lara Adrian,85
6920614530964,The Hat,Jan Brett,24
6924404623768,Pivot Point,Kasie West,54
6925368852426,Hundarna i Riga,"Henning Mankell, Laurie Thompson",68
6934870276520,The Water Knife,Paolo Bacigalupi,4
6936890826008,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",Karl Weber,43
6937740118545,The Cove,Catherine Coulter,64
6938447559005,The Monkey's Raincoat,Robert Crais,10
6939742705780,The Caine Mutiny,Herman Wouk,18
6940402797777,Black Ice,Becca Fitzpatrick,42
6943126607250,The neon rain,James Lee Burke,26
6943390594634, De Imitatione Christi,"Thomas e Kempis, William Benham",220
6943675119932,Avoiding Responsibility ,K.A. Linde,94
6945434662348,Kitten's First Full Moon,Kevin Henkes,20
6945635658982,"Saga, Volume Six","Brian K. Vaughan, Fiona Staples",50
6947061683816,A Good Yarn,Debbie Macomber,52
6947469652569,Naked Heat,Richard Castle,37
6949496222772,Titus Andronicus,William Shakespeare,667
6950744103870,The Initiation / The Captive Part I ,L.J. Smith,34
6951963479812,Night of the Living Dummy,R.L. Stine,146
6955720623761,Shall We Tell the President,Jeffrey Archer,407
6956861795080,Grave Secret ,Charlaine Harris,37
6957031211866,Equus : a play,Peter Shaffer,54
6958512477828,Shards of a Broken Crown ,Raymond E. Feist,22
6958778090068,The Enchantress Returns,"Chris Colfer, Brandon Dorman",81
6961484156094,The Master Magician,Charlie N. Holmberg,51
6962043962961,One Door Away from Heaven,Dean Koontz,49
6965007055580,Love in the Afternoon,Lisa Kleypas,69
6967261448040,Attack of the Fiend ,"Joseph Delaney, Patrick  Arrasmith",22
6968896933207,The Marriage Trap,Jennifer Probst,49
6968917480852,The Jordan Rules,"Sam Smith, Doug Grud",39
6969254178600,The Heretic Queen,Michelle Moran,22
6969577495535,"If You Want to Walk on Water, You've Got to Get Out of the Boat",John Ortberg,41
6972599495944,The Piano Teacher,Janice Y.K. Lee,17
6975012374623,I Have Lived A Thousand Years: Growing Up In The Holocaust,Livia E. Bitton-Jackson,40
6977771844925,Willpower: Rediscovering the Greatest Human Strength,"Roy F. Baumeister, John Tierney",40
6979759520742,Secrets to the Grave,Tami Hoag,76
6982384982487,Prized,Caragh M. O'Brien,67
6984251365854,With a Tangled Skein,Piers Anthony,26
6989336884705,Body Surfing,Anita Shreve,21
6989356519044,The Good Soldier,"Ford Madox Ford, Kenneth Womack, William Baker",57
6990169728489,Into the Labyrinth,"Margaret Weis, Tracy Hickman",64
6991337770940,Day by Day Armageddon,J.L. Bourne,409
6993578391721,The Berenstain Bears' Trouble at School,"Stan Berenstain, Jan Berenstain",27
6995238760062,The Talisman ,"Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino",167
6995565380638,Sundiver,David Brin,28
6999123362948,Moab Is My Washpot,Stephen Fry,56
7000171060097,Hardline,Meredith Wild,26
7001837038332,Eyes of Prey,John Sandford,24
7002305976331,The Dead of Night ,Peter Lerangis,60
7002334187861,Kissing Coffins ,Ellen Schreiber,7
7005358924569,WAR,Sebastian Junger,18
7005435990681,Where Things Come Back,John Corey Whaley,40
7007225760584,A Wedding in December,Anita Shreve,75
7008230207088,Big Bang: The Origin of the Universe,Simon Singh,61
7010408895012,"The League of Extraordinary Gentlemen, Vol. 2","Alan Moore, Kevin O'Neill",43
7013199048992,Birds of a Feather,Jacqueline Winspear,24
7014394878306,You Can Win,Shiv Khera,26
7015998117955,The Outcasts,John Flanagan,37
7016462435472,Storia della bruttezza,Umberto Eco,14
7017180750728,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,43
7017581881992,The Abolition of Man,C.S. Lewis,21
7018851361802,Yu Yu Hakusho,Yoshihiro Togashi,37
7018918357382,The King's Curse ,Philippa Gregory,94
7022103950441,Shaman's Crossing,Robin Hobb,42
7023148738070,Gods in Alabama,Joshilyn Jackson,60
7023436824254,U Is for Undertow,Sue Grafton,9
7026659587302,Passage to Dawn,R.A. Salvatore,59
7026758701118,"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy",L.A. Meyer,749
7029818140347,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,41
7030688248197,The One You Love ,Paul Pilkington,49
7031562099118,Survivor in Death ,J.D. Robb,133
7037171401809,Figure Drawing for All It's Worth ,Andrew Loomis,57
7038125520835,Affinity,Sarah Waters,67
7038186238742,The Water is Wide,Pat Conroy,25
7039841040347,Iceberg,Clive Cussler,25
7041951862691,The Authoritative Calvin and Hobbes,Bill Watterson,57
7042614724330,Cloudstreet,Tim Winton,61
7042836596287,The Girl Next Door,Jack Ketchum,96
7044018492926,A Separate Reality,Carlos Castaneda,152
7049046643020,Out  ,"Natsuo Kirino, Stephen Snyder",7
7051146843611,Tom's Midnight Garden,"Philippa Pearce, Susan Einzig",16
7051635601560,Murder of Crows,Anne Bishop,33
7052517345560,What Really Happened in Peru ,"Cassandra Clare, Sarah Rees Brennan",56
7054140655281,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","David  Perlmutter, Kristin Loberg",5
7054276957083,Pilgrim at Tinker Creek,Annie Dillard,59
7055128792240,Prince of the Blood,Raymond E. Feist,55
7057461792061,The Courts of Chaos,Roger Zelazny,23
7057661825258,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty ",Daron Acemo,20
7058352775329,El Zorro,"Isabel Allende, Margaret Sayers Peden",123
7060870310511,The Introvert Advantage: How to Thrive in an Extrovert World,Marti Olsen Laney,47
7061863203348,Preacher: Dixie Fried,"Garth Ennis, Steve Dillon",31
7067357821741,The Rainbow,"D.H. Lawrence, Daphne Merkin",52
7073271863970,The Capture,Kathryn Lasky,67
7075097490537,Why We Get Fat: And What to Do about It,Gary Taubes,25
7078556913444,T is for Trespass ,Sue Grafton,52
7078811202894,Preacher: Ancient History ,"Garth Ennis, Steve Dillon, Steve Pugh, Matt Hollingsworth, Carlos Ezquerra, Richard Case",23
7080363301855,The Great Influenza: The Epic Story of the Deadliest Plague in History,John M. Barry,66
7081805856628,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,"Paul Hattaway, Brother Yun",16
7083489545166,Prince of Fools,Mark  Lawrence,13
7084013277584,Herzog,"Saul Bellow, Philip Roth",80
7084639055767,UnSouled,Neal Shusterman,53
7084973688444,The Miracle of Mindfulness: A Manual on Meditation,Thich Nhat Hanh,55
7087230292734,David Gets in Trouble,David Shannon,36
7089563921853,The Face Of Deception,Iris Johansen,9
7092396669301,The Language Instinct: How the Mind Creates Language,Steven Pinker,32
7096814568841,Descent,Tim Johnston,22
7097232516062,"Black Cat, Volume 1",Kentaro Yabuki,64
7099235526772,Dare Me,Megan Abbott,23
7100476544110,Last Breath,Rachel Caine,44
7103467231937,Martha Stewart's Cookies,"Martha Stewart, Victor Schrager",63
7103764260071,Pardonable Lies,Jacqueline Winspear,80
7105286889818,The Frog Princess ,E.D. Baker,364
7108332514962,Twelve Angry Men ,"Reginald Rose, David Mamet",42
7109978749630,Batman: Whatever Happened to the Caped Crusader,"Neil Gaiman, Andy Kubert, Matt Wagner, Simon Bisley, Bernie Mireault, Mark Buckingham",19
7110737565001,The Pioneer Woman: Black Heels to Tractor Wheels,Ree Drummond,18
7111770636985,Swimmy ,Leo Lionni,55
7112141955435,Babbitt,Sinclair Lewis,48
7113140823897,Suttree,Cormac McCarthy,29
7113655192702,Love Bites ,Ellen Schreiber,16
7114454205751,The Gathering,Anne Enright,76
7114712923971,sTORI Telling,Tori Spelling,55
7115584300807,Cross My Heart,James Patterson,29
7115836996189,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,22
7115933918844,Lady Friday,Garth Nix,54
7118348147362,Rock Chick Rescue,Kristen Ashley,61
7122850067818,Clockworks,"Joe Hill, Gabriel Rodreguez",61
7123042031882,Every Soul A Star,Wendy Mass,44
7124615414619,Jesus Land : A Memoir,Julia Scheeres,23
7129064207025,Flotsam,David Wiesner,71
7131982234466,Silent Scream,Angela Marsons,35
7132020145855,The Lion & the Mouse,Jerry Pinkney,32
7132655506968,The Collected Poems of Langston Hughes,Langston Hughes,25
7139191518426,Girl of Nightmares,Kendare Blake,54
7139947526433,Barrayar ,Lois McMaster Bujold,57
7140370123771,Heart no Kuni no Alice  ,"QuinRose, Soumei Hoshino",1
7140985740107,Lord of the Shadows ,Darren Shan,26
7142722405859,Elric of Melnibone,Michael Moorcock,78
7144578777036,The Endurance: Shackleton's legendary Antarctic expedition,Caroline Alexander,53
7144675247621,The Candymakers ,Wendy Mass,52
7144820270302,Winnie the Pooh and Tigger Too,Walt Disney Company,475
7145307653603,More Than This ,Jay McLean,66
7147051569917,The Fury,L.J. Smith,29
7149577379858,Hamilton: The Revolution,"Lin-Manuel Miranda, Jeremy McCarter",91
7149711021675,Shelter,Harlan Coben,86
7149717013548,Out of Oz ,"Gregory Maguire, Douglas Smith",388
7150806972177,Selected Stories of O. Henry ,"O. Henry, Victoria Blake",67
7151458094202,The Taste of Home Cookbook,"Janet Briggs, Beth Wittlinger",104
7158410591322,"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka",Franz Kafka,23
7164609337954,Cry to Heaven,Anne Rice,40
7167338182249,Goddess,Josephine Angelini,192
7168241325282,Crave,J.R. Ward,47
7172087114048,The Dogs of War,Frederick Forsyth,61
7176089083167,Necroscope ,Brian Lumley,30
7176748665196,When Rabbit Howls,"Truddi Chase, Robert A. Phillips Jr.",680
7177478141710,Variant,Robison Wells,111
7178130862341,Path of the Assassin,Brad Thor,18
7178897117625,Waylander ,David Gemmell,31
7179011434349,After,Amy Efaw,25
7187419254201,Surfacing,Margaret Atwood,12
7192996431904,You Had Me At Hello,Mhairi McFarlane,76
7197086499198,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,"Kevin D. Mitnick, William L. Simon, Steve Wozniak",39
7201097241964,The Wheel of Time: Boxed Set #1 ,Robert Jordan,13
7202203246774,Pure,Julianna Baggott,30
7203142198120,Something Like Fate,Susane Colasanti,31
7203373810578,Excalibur,Bernard Cornwell,77
7204482651547,My Name Is Mary Sutter,Robin Oliveira,7
7205350190882,So You Want to Be a Wizard,Diane Duane,32
7208282464921,Death in the Clouds,Agatha Christie,34
7211175568038,Foreign Influence,Brad Thor,55
7213804937212,Cemetery Dance,"Douglas Preston, Lincoln Child",45
7216712295410,Hitch-22: Some Confessions and Contradictions,Christopher Hitchens,44
7223395868923,Baudolino,"Umberto Eco, William Weaver, R.C.S. Libri",54
7223548771751,Dark Magic,Christine Feehan,64
7230253421263,The Amber Room,Steve Berry,41
7233869962862,The Omen Machine ,Terry Goodkind,41
7235078510322,The Comedy of Errors,William Shakespeare,44
7235331196960,Zodiac,Robert Graysmith,21
7236698715308,15th Affair,"James Patterson, Maxine Paetro",22
7238406757747,The Constant Gardener,John le Carre,72
7241378148259,Wish You Well,David Baldacci,83
7243321202342,Barnyard Dance,Sandra Boynton,55
7243726982257,Field of Prey ,John Sandford,56
7243916471028,The Passenger,Lisa Lutz,66
7247109456395,Rush Too Far ,Abbi Glines,12
7247926454350,Red Prophet ,Orson Scott Card,32
7249646571091,Animalia,Graeme Base,36
7255147771297,A Hidden Fire,Elizabeth   Hunter,37
7256140542960,Stone Butch Blues,Leslie Feinberg,14
7257876105485,Don't Look Back,Jennifer L. Armentrout,6
7259319545815,Girl Waits with Gun,Amy  Stewart,51
7259938573216,Astonish Me,Maggie Shipstead,28
7261750896351,A Fish Out of Water,"Helen Marion Palmer, P.D. Eastman",37
7262213877123,Look to Windward,Iain M. Banks,32
7262822349870,The Running Dream,Wendelin Van Draanen,34
7263853528314,Epilogue ,C.J. Roberts,14
7264124499183,Ultramarathon Man: Confessions of an All-Night Runner,Dean Karnazes,22
7265377992736,An Officer and a Spy,Robert   Harris,15
7269238641919,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,Hampton Sides,58
7269568810552,A Stranger Is Watching,Mary Higgins Clark,89
7270381457182,Double Fudge,Judy Blume,83
7272881048129,"The Morganville Vampires, Volume 3",Rachel Caine,31
7274918534389,Be Careful What You Wish For,Alexandra Potter,641
7274958948697,Storm Born,Richelle Mead,105
7275142309175,"Locke & Key, Vol. 4: Keys to the Kingdom","Joe Hill, Gabriel Rodreguez",37
7276262757205,Envy,Anna Godbersen,50
7283513070648,Horde,Ann Aguirre,33
7285068653181,The Mixed-Up Chameleon,Eric Carle,117
7285629014488,Kitty and the Midnight Hour,Carrie Vaughn,34
7286955071350,Waiting,Ha Jin,14
7287292478895,Burmese Days,George Orwell,46
7287398023395,The Jester,"James Patterson, Andrew Gross",20
7288692575373,Ordinary People,Judith Guest,79
7289567275905,In Real Life,"Cory Doctorow, Jen Wang",82
7291090823781,Bad Moon Rising,Sherrilyn Kenyon,64
7292648136976,"Robin Hood, le prince des voleurs",Alexandre Dumas,30
7296350277833,Peeps,Scott Westerfeld,61
7299360639033,The Riddle ,Alison Croggon,66
7301364625480,Jealousy,"Lili St. Crow, Lilith Saintcrow",7
7301555995937,Collected Poems,Dylan Thomas,67
7304525066484,Vinegar Girl,Anne Tyler,32
7305444882732,The Hedge Knight,"Ben Avery, Mike S. Miller, George R.R. Martin",32
7306132753404,Breathe,Kristen Ashley,6
7310759785809,The Black house,Peter  May,25
7314387277017,Scandal in Spring,Lisa Kleypas,49
7315186234929,On the Street Where You Live,Mary Higgins Clark,33
7315958186172,Succubus On Top,Richelle Mead,19
7322349706615,The Silent Blade ,R.A. Salvatore,22
7326011318907,Inherit the Wind,"Jerome Lawrence, Robert E.  Lee",64
7328942390348,Round Ireland with a Fridge,Tony Hawks,65
7331991484926,The Dark And Hollow Places,Carrie Ryan,27
7332132046180,Uganda Be Kidding Me,Chelsea Handler,49
7332391425662,This Book Is Not Good for You,"Pseudonymous Bosch, Gilbert Ford",19
7333453859670,Eating the Dinosaur,Chuck Klosterman,33
7334569050073,The Declaration of Independence and The Constitution of the United States ,Founding Fathers,38
7339584288151,Aztec,Gary Jennings,25
7343805866402,All the Birds in the Sky,Charlie Jane Anders,354
7344849604816,Dodger,Terry Pratchett,24
7346500493152,The River,Gary Paulsen,44
7347591999901,Wildwood Dancing,Juliet Marillier,23
7350666733678,Home Again,Kristin Hannah,87
7352304877492,Books of Blood: Volume One,Clive Barker,43
7354817053644,Indebted ,Amy A. Bartol,33
7355892517485,The Man from St. Petersburg,Ken Follett,44
7357030078463,Daring to Dream,Nora Roberts,48
7358867790184,Judgment in Death,"J.D. Robb, Nora Roberts",13
7361826806711,Innocent in Death ,J.D. Robb,56
7362562892193,Waiting to Be Heard: A Memoir,Amanda Knox,39
7363043630730,Once Upon a Marigold,Jean Ferris,77
7371983920989,The Wedding,Julie Garwood,233
7377218706988,The Dead in Their Vaulted Arches,Alan Bradley,9
7378097218276,S.,"J.J. Abrams, Doug Dorst",17
7381408273597,Lullabies for Little Criminals,Heather O'Neill,41
7388286531502,Fairest ,Chanda Hahn,25
7389430768193,Sever,Lauren DeStefano,20
7394319865709,Fourth Grave Beneath My Feet,Darynda Jones,57
7399267803234,"Runaways, Vol. 1: Pride and Joy ","Brian K. Vaughan, Adrian Alphona",80
7399865752975,The Legend of Huma ,Richard A. Knaak,56
7399891031049,The Dogs of Babel,Carolyn  Parkhurst,56
7402119997890,Madeline and the Bad Hat,Ludwig Bemelmans,347
7403908883859,77 Shadow Street,Dean Koontz,620
7406743061852,Sir Thursday,Garth Nix,72
7407911231212,"Parallel Worlds: A Journey Through Creation, Higher Dimensions, and the Future of the Cosmos",Michio Kaku,46
7409540524472,Facing Your Giants: The God Who Made a Miracle Out of David Stands Ready to Make One Out of You,Max Lucado,76
7409960248670,Fate,Amanda Hocking,44
7410137847270,Ina May's Guide to Childbirth,Ina May Gaskin,93
7410356631713,Anne Frank : The Biography,"Melissa Meller, Rita Kimber, Robert Kimber",24
7411451429911,The Krishna Key,Ashwin Sanghi,57
7411532746250,Tropic of Capricorn,Henry Miller,92
7412274992929,An Occurrence at Owl Creek Bridge,Ambrose Bierce,74
7413292062570,The Sweet Gum Tree,Katherine Allred,39
7416062156512,Flight Of The Old Dog,Dale Brown,43
7419991206077,A Complicated Kindness,Miriam Toews,59
7421254805086,Raven Rise,D.J. MacHale,55
7421477475210,Glory over Everything: Beyond The Kitchen House,Kathleen Grissom,36
7423222293672,Class A ,Robert Muchamore,138
7426734630455,Mitford Years New Song Unabridged,Jan Karon,6
7427890585292,Deeper than the Dead,Tami Hoag,340
7429229099800,Dust of Dreams,Steven Erikson,26
7429523900441,Accelerando,Charles Stross,149
7433437471406,Girl at War,Sara Novi,424
7434429819091,Lord Loss,Darren Shan,18
7434839036989,Runaway ,Meg Cabot,49
7435784202413,Villosper,"Henning Mankell, Steven T. Murray",31
7438933037675,Sometimes It Lasts,Abbi Glines,50
7443974327288,Drift: The Unmooring of American Military Power,Rachel Maddow,18
7444091808851,Graduation Day,Joelle Charbonneau,23
7444591064980,The Honk and Holler Opening Soon,Billie Letts,32
7445696163554,Strange Highways,Dean Koontz,28
7445982342577,The Passion,Jeanette Winterson,42
7447062686847,The Power of the Dog,Don Winslow,65
7447707063001,America's First Daughter,"Stephanie Dray, Laura Kamoie",54
7447842097832,The Undead Pool,Kim Harrison,37
7447915755339,On the Edge,Ilona Andrews,40
7448978554199,Kira-Kira,Cynthia Kadohata,20
7449689091998,The Human Division,John Scalzi,14
7451100001010,The Fate of Ten ,Pittacus Lore,8
7452607781752,The Fourth Bear,Jasper Fforde,27
7455171229351,"The Unwritten, Volume 1: Tommy Taylor and the Bogus Identity","Mike Carey, Bill Willingham, Peter Gross",52
7455215330436,The Enchantress of Florence,Salman Rushdie,41
7456126590713,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",Preeti Shenoy,25
7461653683759,Histoire de la sexualite 1. La Volonte de savoir,"Michel Foucault, Robert Hurley",47
